19,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0171725
20,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0162498
21,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0167176
22,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0154389
23,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0143385
24,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0143385
25,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0126989
26,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0126989
27,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0119964
28,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.011193
29,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0114484
30,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00961855
31,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0136733
32,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0136733
33,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0137903
34,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.01386
35,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0161109
36,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0151023
37,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0151023
38,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0170222
39,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0167368
40,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0179052
41,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0182076
42,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0177611
43,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0177611
44,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0174693
45,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0179947
46,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0174693
47,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0168896
48,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0162498
49,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0168896
50,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0162498
51,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0162498
52,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0155425
53,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0156044
54,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0155425
55,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0151023
56,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0145828
57,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0146926
58,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0135079
59,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0146926
60,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0135079
61,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0135079
62,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0135079
63,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0135079
64,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0132921
65,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0125205
66,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0126989
67,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0128247
68,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0128247
69,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0118888
70,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0118888
71,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0106337
72,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0107239
73,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0107239
74,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0107539
75,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00945008
76,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00945008
77,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0106337
78,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0106337
79,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00948402
80,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00948402
81,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00945008
82,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00945008
83,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00945008
84,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00945008
