generation,0,0,-0.32479,-0.0318765,0.0933561,1,-0.277111,0.144504,0.0792454,2,-0.112245,0.137952,0.0805305,3,0.0164534,-0.24543,0.0885919,4,-0.0688165,0.40293,0.0737932,5,0.0861117,0.369913,0.0833971,6,-0.126742,0.371555,0.114847,7,-0.13084,0.0638481,0.0976845,8,-0.108034,0.107144,0.072064,9,-0.411277,0.298925,0.11544,10,0.0400995,0.248747,0.091775,11,-0.223279,0.20602,0.0823456,12,-0.15014,0.0278826,0.0884699,13,-0.240422,0.135394,0.0588223,14,-0.0112082,0.0480938,0.0761754,15,0.0357811,0.0352645,0.0866558,16,0.10704,-0.174385,0.0835403,17,-0.0360226,0.0524334,0.110076,18,-0.0474729,0.125466,0.0589627,19,-0.081105,0.278428,0.0848337,20,-0.387659,0.390185,0.0763549,21,-0.352995,-0.038885,0.0826595,22,-0.0548867,0.198172,0.117594,23,-0.243914,0.265569,0.0951676,24,-0.0496801,0.203216,0.0847724,
generation,1,0,0.177091,0.244498,0.0994343,1,-0.363026,0.00179617,0.124528,2,0.0666689,0.30494,0.0685186,3,-0.164516,0.0584295,0.0886865,4,0.0744542,0.655088,0.0881836,5,-0.227426,0.10124,0.0710341,6,0.0290713,0.253992,0.0908142,7,-0.00191437,0.125428,0.0872289,8,-0.163453,0.0713516,0.0827153,9,-0.180589,-0.0956904,0.0850069,10,-0.254505,0.0813614,0.110046,11,-0.0691622,0.153602,0.0896746,12,-0.285235,-0.240564,0.0823503,13,-0.24144,0.0716858,0.0852091,14,0.0184644,0.170633,0.0738545,15,-0.259272,-0.11078,0.0813161,16,-0.0116516,0.265029,0.092999,17,0.114918,0.226519,0.12099,18,-0.109623,0.179485,0.0806391,19,0.0758916,0.598966,0.105292,20,-0.33098,0.466648,0.0783797,21,-0.0644866,0.20288,0.121297,22,-0.149366,0.341347,0.0955346,23,-0.298196,0.46543,0.0883875,24,-0.0614587,0.0763475,0.118725,
generation,2,0,0.208852,0.0352903,0.0897344,1,-0.101024,0.0111344,0.114232,2,-0.26548,-0.191085,0.101524,3,-0.285587,0.0523353,0.0881244,4,-0.0736496,-0.143142,0.08375,5,-0.0227991,-0.00404866,0.0890671,6,-0.273761,-0.0495935,0.0798609,7,0.0936665,0.0741785,0.0832916,8,-0.110853,-0.109009,0.0910619,9,-0.172252,0.195682,0.0610888,10,-0.236594,0.115216,0.110958,11,-0.087155,0.0318611,0.0789576,12,0.0217868,-0.00198429,0.0912999,13,-0.153251,0.37948,0.0820512,14,-0.0793769,0.199947,0.0778116,15,-0.198974,0.072582,0.101822,16,-0.0724177,0.0964389,0.0766067,17,-0.0874778,0.173058,0.0778808,18,-0.135087,0.109487,0.0914252,19,0.103273,0.202199,0.0890193,20,-0.0118074,0.692806,0.0840925,21,0.196122,0.358829,0.0780646,22,-0.270643,0.486918,0.0729212,23,-0.0248031,0.0752632,0.0898873,24,0.119923,0.319723,0.0801107,
generation,3,0,-0.290059,0.586024,0.0804795,1,-0.407596,0.107664,0.0647563,2,-0.141403,0.348767,0.0755769,3,0.0722227,-0.374593,0.0776387,4,-0.193024,0.225542,0.0771995,5,0.0199535,0.299331,0.111884,6,-0.245566,0.1887,0.120356,7,-0.103641,0.186775,0.0885081,8,-0.257933,0.239153,0.089647,9,-0.151654,-0.0860284,0.0859102,10,-0.459324,0.305391,0.0966177,11,-0.191143,0.596056,0.0876786,12,-0.168186,0.136026,0.113019,13,-0.3194,-0.00826649,0.0789974,14,-0.320796,0.619493,0.0835871,15,0.110089,0.459285,0.0845394,16,-0.155468,-0.0792088,0.0687062,17,-0.259586,0.134116,0.090618,18,-0.134657,-0.134739,0.0633394,19,-0.21014,0.164003,0.0570419,20,-0.178327,0.19575,0.0746935,21,-0.161033,0.742178,0.0799996,22,-0.0995203,0.0922073,0.0947779,23,0.174555,0.257342,0.0633552,24,-0.339767,-0.0296737,0.0620468,
generation,4,0,-0.493071,0.266896,0.0967856,1,0.0252949,0.26945,0.0694935,2,-0.147715,-0.070347,0.0815084,3,-0.0932408,0.356019,0.069761,4,-0.18275,0.026317,0.0998084,5,0.0209825,0.549957,0.081535,6,0.0380493,0.0855627,0.101781,7,-0.225115,0.180878,0.0600255,8,-0.104254,-0.259843,0.0960131,9,0.0737787,0.0607407,0.0749334,10,-0.252772,0.106885,0.109091,11,-0.377152,-0.345479,0.0608599,12,-0.0333591,0.0889015,0.100496,13,-0.0892863,0.441147,0.0567861,14,-0.285522,-0.310238,0.121706,15,-0.146671,0.245625,0.10166,16,-0.0762953,0.353399,0.0700015,17,0.0766851,-0.128525,0.108608,18,0.0346876,0.179252,0.100242,19,-0.265802,0.018824,0.105709,20,0.0171793,0.363897,0.0856484,21,-0.0291028,-0.0317283,0.0818072,22,-0.153318,0.207429,0.0969419,23,-0.277714,-0.0684999,0.0831468,24,-0.336403,0.0802662,0.0823637,
generation,5,0,-0.00726212,0.229557,0.0793696,1,-0.0964257,0.189389,0.0786112,2,-0.0159269,0.0658949,0.0904794,3,0.452321,0.238829,0.0734072,4,0.0634006,-0.0840738,0.0784337,5,-0.268888,0.24526,0.0832037,6,-0.0260132,0.234795,0.0603148,7,-0.0590552,0.188429,0.122695,8,0.064216,0.15,0.0764628,9,-0.223859,0.147913,0.0563053,10,-0.49715,0.305215,0.101443,11,-0.13861,0.107802,0.104622,12,-0.687727,-0.14807,0.0878523,13,-0.0462805,0.154743,0.0975418,14,0.00294782,0.0403506,0.0849878,15,-0.223925,0.186042,0.0918602,16,0.00573529,0.39239,0.0830657,17,-0.290694,0.238493,0.087974,18,-0.269264,0.0055851,0.0565442,19,-0.363772,0.584896,0.0615933,20,-0.0419255,0.269369,0.0577176,21,-0.0646605,0.286714,0.0842737,22,-0.0681752,0.012274,0.0921246,23,-0.257833,-0.0677563,0.0759338,24,-0.030305,0.225224,0.0637777,
generation,6,0,-0.343398,0.303388,0.0563761,1,-0.307703,0.581061,0.0745892,2,-0.180345,0.253972,0.0687998,3,0.58798,0.548996,0.0662097,4,-0.215608,0.00140585,0.10003,5,-0.342041,-0.115957,0.0769656,6,-0.603402,0.157536,0.0757906,7,-0.141923,0.473495,0.109441,8,0.113991,0.121513,0.141281,9,0.00285375,0.288118,0.079243,10,0.0372029,-0.238972,0.0579804,11,0.0718388,0.345214,0.0833876,12,-0.0516568,0.349033,0.0824647,13,-0.173464,-0.22918,0.056697,14,-0.358238,-0.0944628,0.0589903,15,0.451701,0.105544,0.084752,16,-0.289046,-0.321118,0.100499,17,-0.0305612,0.217835,0.0833718,18,-0.0285166,-0.23411,0.0704298,19,-0.183031,0.014056,0.0806479,20,0.101069,0.408293,0.0714604,21,-0.469309,0.252932,0.0780368,22,-0.594675,-0.346749,0.10049,23,-0.465812,0.144172,0.109938,24,-0.16515,-0.115986,0.0566355,
generation,7,0,-0.0220597,-0.0736056,0.0797186,1,-0.203087,-0.0287079,0.0934302,2,0.018729,0.0541066,0.0624431,3,0.0165707,0.169442,0.0729669,4,-0.237846,0.422177,0.0718013,5,-0.181544,0.108638,0.0666728,6,-0.479738,-0.30134,0.0807996,7,0.00503523,-0.205414,0.0691241,8,0.00625438,0.287418,0.0672131,9,-0.292467,-0.274967,0.0560933,10,-0.0180939,0.59125,0.0857393,11,-0.374053,-0.11168,0.0850063,12,-0.168566,-0.171048,0.107164,13,-0.325104,-0.273436,0.10885,14,-0.417161,0.3849,0.0885124,15,-0.234439,0.0692928,0.0810795,16,-0.0121755,-0.0668733,0.0665085,17,-0.28735,-0.156704,0.0850111,18,-0.0771339,-0.142451,0.0796478,19,-0.232796,-0.0553061,0.0816292,20,-0.316891,-0.123074,0.0720659,21,-0.18774,-0.0957702,0.111142,22,0.020854,0.0452781,0.0810495,23,-0.129346,-0.0371099,0.0939301,24,-0.329102,0.195597,0.107298,
generation,8,0,-0.124762,0.0404236,0.105154,1,-0.280916,-0.229053,0.0764567,2,-0.289299,0.364741,0.103544,3,-0.0449992,-0.0974826,0.0773938,4,-0.183722,0.0446283,0.0872948,5,-0.235849,-0.336584,0.118195,6,0.440327,-0.188987,0.0756979,7,-0.162863,-0.145003,0.0585232,8,0.0302747,-0.0454094,0.0701218,9,-0.294043,0.00816173,0.109982,10,-0.239218,-0.0861384,0.105076,11,-0.165404,-0.230354,0.0578234,12,-0.210321,0.000885068,0.088186,13,-0.689024,0.0312294,0.0739857,14,0.151115,-0.0261931,0.0991833,15,-0.294125,0.407252,0.0900946,16,-0.163656,-0.161908,0.112634,17,-0.102811,0.256788,0.0686789,18,-0.174378,0.0873169,0.0758732,19,-0.586178,-0.418718,0.0755279,20,-0.0867524,-0.0219288,0.0746676,21,-0.194189,-0.13638,0.0799098,22,-0.512452,-0.179357,0.0822059,23,-0.0721913,-0.0122117,0.0593793,24,-0.281876,0.318373,0.075292,
generation,9,0,0.0670458,-0.311266,0.123867,1,-0.138364,-0.144896,0.0684847,2,-0.0373285,-0.172247,0.0588256,3,0.117937,0.109798,0.086014,4,-0.213161,0.359311,0.0664466,5,0.151671,-0.211651,0.0841263,6,-0.402893,-0.251978,0.0603469,7,-0.327479,-0.182709,0.104423,8,-0.592516,0.0882124,0.0909002,9,-0.0496184,-0.345175,0.0669978,10,-0.164928,0.0129692,0.105137,11,-0.354289,0.332077,0.0805861,12,-0.290321,-0.244574,0.0561269,13,-0.37458,-0.272072,0.125213,14,0.0869683,0.0710869,0.116518,15,0.0247546,0.108779,0.0806041,16,0.0541241,-0.326985,0.0709963,17,-0.0214157,-0.0193226,0.0705149,18,-0.0857285,0.0260969,0.0872658,19,-0.515135,0.791464,0.0671626,20,-0.192635,-0.292347,0.0768316,21,-0.0456787,-0.0815478,0.0881759,22,-0.159468,-0.0936624,0.0858799,23,0.039159,0.0801212,0.0751251,24,-0.430964,0.247074,0.0881901,
