0,25,2,0.0625,1.40328,0.03125,0.855228,0.015625,0.84379,0.046875,1.15757,0.03125,1.09902,0.046875,1.15757,0.09375,1.68138,0.046875,1.08758,0.03125,1.03235,0.046875,1.34304,0.0625,1.34304,0.03125,0.855228,0.0625,1.48302,0.046875,1.0421,0.03125,1.12663,0.015625,0.84379,0.0625,1.57088,0.015625,0.84379,0.03125,1.03235,0.046875,1.0421,0.046875,1.08758,0.046875,1.18186,0.03125,0.855228,0.015625,0.84379,0.046875,1.0421,
1,25,2,0.046875,1.17544,0.03125,0.4,0.0625,0.954247,0.015625,0.866667,0.0625,0.954247,0.03125,0.4,0.078125,1.60993,0.078125,1.48302,0.0625,0.954247,0.078125,1.6359,0.046875,0.827614,0.03125,0.4,0.03125,0.4,0.0625,1.18186,0.078125,1.3578,0.03125,0.788562,0.046875,0.933333,0.03125,0.4,0.03125,0.788562,0.03125,0.4,0.0625,1.09091,0.03125,1.05997,0.03125,0.4,0.046875,0.960948,0.0625,1.09091,
2,25,2,0.03125,0.466667,0.0625,0.832352,0.0625,1.08758,0.03125,0.466667,0.078125,1.309,0.0625,0.899019,0.0625,0.899019,0.03125,0.466667,0.046875,0.866667,0.0625,0.832352,0.046875,1.04379,0.03125,0.466667,0.03125,0.466667,0.03125,1.03235,0.03125,0.466667,0.03125,0.466667,0.0625,0.899019,0.046875,0.866667,0.078125,1.59539,0.0625,1.2647,0.03125,0.466667,0.046875,1.05997,0.0625,1.05997,0.046875,1.15425,0.0625,1.08758,
3,25,2,0.03125,0.533333,0.015625,0.866667,0.046875,0.733333,0.0625,0.9933,0.03125,0.533333,0.046875,0.866667,0.078125,1.55301,0.078125,1.15425,0.03125,0.882843,0.0625,1.17042,0.0625,1.23709,0.046875,0.8,0.046875,1.12663,0.0625,1.18186,0.03125,0.333333,0.046875,0.8,0.03125,0.333333,0.0625,0.832352,0.0625,0.777124,0.0625,1.0714,0.046875,0.8,0.09375,1.35589,0.0625,1.15425,0.03125,0.333333,0.03125,0.938071,
4,25,2,0.0625,1.09902,0.03125,0.2,0.078125,1.03235,0.0625,0.777124,0.046875,0.866667,0.0625,0.8,0.046875,0.666667,0.03125,0.4,0.09375,1.44707,0.046875,0.8,0.046875,1.03235,0.03125,0.2,0.046875,0.882843,0.0625,0.804738,0.046875,0.882843,0.0625,0.682843,0.0625,1.18186,0.03125,0.2,0.03125,0.4,0.03125,0.855228,0.046875,0.866667,0.03125,0.2,0.0625,0.777124,0.03125,0.4,0.03125,0.2,
5,25,2,0.046875,0.666667,0.03125,0.666667,0.03125,0.666667,0.046875,0.827614,0.09375,1.3835,0.046875,0.933333,0.0625,0.466667,0.046875,0.666667,0.046875,0.666667,0.0625,0.466667,0.03125,0.2,0.046875,1.15425,0.078125,1.01618,0.046875,0.666667,0.046875,0.733333,0.046875,0.733333,0.0625,1.20948,0.0625,0.921895,0.03125,0.2,0.03125,0.2,0.0625,1.03235,0.046875,0.733333,0.03125,0.466667,0.046875,0.666667,0.078125,1.48302,
6,25,2,0.046875,0.8,0.0625,0.466667,0.0625,0.733333,0.03125,0.733333,0.09375,1.62925,0.0625,1.30708,0.078125,0.960948,0.0625,0.466667,0.0625,0.466667,0.078125,1.51064,0.0625,1.09902,0.03125,0.2,0.078125,1.18186,0.0625,0.466667,0.046875,0.666667,0.0625,1.2647,0.0625,1.18186,0.0625,1.15425,0.015625,0.866667,0.078125,1.3578,0.0625,0.466667,0.03125,0.2,0.0625,0.733333,0.046875,0.666667,0.046875,0.8,
7,25,2,0.0625,0.9933,0.046875,0.8,0.046875,0.8,0.0625,0.4,0.0625,0.6,0.046875,0.921895,0.03125,0.0666667,0.046875,0.921895,0.078125,1.15425,0.0625,1.29232,0.0625,0.533333,0.046875,0.733333,0.0625,0.977124,0.046875,0.977124,0.015625,0.866667,0.078125,1.24875,0.03125,0.0666667,0.078125,1.05997,0.0625,0.4,0.046875,0.8,0.03125,0.466667,0.03125,0.0666667,0.0625,0.533333,0.0625,0.533333,0.078125,1.23709,
8,25,2,0.03125,0.4,0.046875,0.977124,0.0625,0.533333,0.09375,1.31351,0.078125,0.933333,0.046875,0.533333,0.03125,0.733333,0.0625,0.2,0.046875,0.533333,0.0625,0.2,0.0625,1.12663,0.078125,1.05997,0.0625,0.666667,0.0625,0.2,0.0625,1.2647,0.078125,0.866667,0.046875,0.666667,0.09375,1.32827,0.15625,2.18508,0.0625,0.6,0.0625,0.666667,0.078125,1.24875,0.046875,0.666667,0.078125,1.5254,0.09375,1.28589,
9,25,2,0.0625,0.266667,0.046875,0.666667,0.046875,0.933333,0.09375,1.14281,0.0625,1.08758,0.03125,0.2,0.0625,0.733333,0.0625,0.733333,0.0625,0.733333,0.0625,1.20948,0.09375,1.21923,0.078125,1.08758,0.046875,0.8,0.078125,0.866667,0.046875,0.6,0.0625,0.8,0.09375,1.66019,0.046875,0.6,0.03125,0.666667,0.0625,1.03235,0.046875,0.733333,0.0625,0.266667,0.078125,1.23709,0.0625,0.533333,0.046875,0.733333,
